Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-12-12,3.1216750729820264,3.1329042702392664,3.03633407337074,3.0745129585266113,40028100,0.0,0.0
2012-12-13,3.0498091713979534,3.0879880597344864,3.036334326326056,3.076758861541748,22279800,0.0,0.0
2012-12-14,3.081250554858881,3.1441331667922205,3.067775709444594,3.0879881381988525,28865400,0.0,0.0
2012-12-17,3.0857422270552846,3.1216751450834024,2.9756971836957304,3.0183680057525635,48757200,0.0,0.0
2012-12-18,3.0430716025924895,3.1149377645807985,2.991418511471552,3.11269211769104,23934300,0.0,0.0
2012-12-19,3.114939145272944,3.2429503914338005,3.114939145272944,3.2115087509155273,55002900,0.0,0.0
2012-12-20,3.1823118516889775,3.2272283214504642,3.0834960037324683,3.1373953819274902,56085900,0.0,0.0
2012-12-21,3.0879890599959614,3.1351511936571854,3.079006148303933,3.094726324081421,17473200,0.0,0.0
2012-12-26,3.0902333311123797,3.1665910985070407,3.0902333311123797,3.146378993988037,36264300,0.0,0.0
2012-12-27,3.1553633071793157,3.1688381566159864,3.0879890599959614,3.094726324081421,32654700,0.0,0.0
2012-12-28,3.1216753370896364,3.186803915654306,3.1037085557048583,3.1441330909729004,28387500,0.0,0.0
2013-01-02,3.1890492583856243,3.2137532993261413,3.146379080305119,3.168836832046509,33192900,0.0,0.0
2013-01-03,3.1778200612493115,3.182311675850713,3.1373952085710806,3.168836832046509,25142700,0.0,0.0
2013-01-04,3.1463788173408225,3.1710822136854735,3.083495575645547,3.110445261001587,41970600,0.0,0.0
2013-01-07,3.101463909432632,3.1104468211246608,3.0700222728146485,3.094726324081421,21448200,0.0,0.0
2013-01-08,3.0655297589279265,3.1486244614126973,3.0655297589279265,3.1216747760772705,38070300,0.0,0.0
2013-01-09,3.1531166422981136,3.1553622891801805,3.1126921070300715,3.1441330909729004,24967500,0.0,0.0
2013-01-10,3.159854207659821,3.164345180132986,3.099217244466815,3.1418874263763428,42048300,0.0,0.0
2013-01-11,3.1531166422981136,3.1531166422981136,3.1037085557048583,3.1441330909729004,21345000,0.0,0.0
2013-01-14,3.144133949502975,3.1486258870249637,3.1104466669482096,3.1194305419921875,25711200,0.0,0.0
2013-01-15,3.144133004428743,3.1486249406005307,3.0363342466811902,3.0430715084075928,36648900,0.0,0.0
2013-01-16,3.025105924634152,3.036334803325266,2.9465024887335596,3.009385108947754,35019300,0.0,0.0
2013-01-17,3.0138752445466648,3.1081994498105203,3.0116295984175707,3.0992162227630615,39117300,0.0,0.0
2013-01-18,3.1104456866851797,3.1329044034200084,3.083495997640909,3.126166820526123,23906400,0.0,0.0
2013-01-21,3.1037085382056264,3.144133073245748,3.1037085382056264,3.1418874263763428,25094100,0.0,0.0
2013-01-22,3.128412581362969,3.144133073245748,3.090233693192253,3.1418874263763428,25094100,0.0,0.0
2013-01-23,3.1306577844396597,3.139641334440741,3.1059543873154905,3.123920202255249,64849800,0.0,0.0
2013-01-24,3.1239205605749154,3.13065814353214,3.0363342309904646,3.063283920288086,21907500,0.0,0.0
2013-01-28,3.0767586313915474,3.0767586313915474,3.029596516534941,3.0453176498413086,19268400,0.0,0.0
2013-01-29,3.0318429088711754,3.1306581141012,3.0318429088711754,3.126166820526123,22160400,0.0,0.0
2013-01-30,3.101463337048218,3.1284130309479123,3.0790055800641656,3.0812509059906006,132270900,0.0,0.0
2013-01-31,3.099217874814655,3.139642418076697,3.063284626204905,3.1306588649749756,33903900,0.0,0.0
2013-02-01,3.1306567486928407,3.220489648858518,3.126165457076601,3.218243360519409,41093700,0.0,0.0
2013-02-04,3.182312058478733,3.200278840310208,3.121675414701923,3.155362367630005,33087300,0.0,0.0
2013-02-05,3.166591334120609,3.222736358642578,3.1576077832302105,3.222736358642578,31343100,0.0,0.0
2013-02-06,3.2159997922191557,3.2159997922191557,3.103709076371476,3.1171839237213135,33662100,0.0,0.0
2013-02-07,3.1104450820291283,3.153115896619335,3.0206131239434417,3.0655295848846436,37051500,0.0,0.0
2013-02-08,3.045317694273652,3.0745130295386836,3.01387606973342,3.0183680057525635,27855300,0.0,0.0
2013-02-13,3.027350384262,3.0924792686900213,3.025104737911005,3.0655295848846436,22957200,0.0,0.0
2013-02-14,3.0632833379528037,3.0632833379528037,2.998155095164025,3.027350425720215,15035700,0.0,0.0
2013-02-15,3.0273505561376854,3.146378814934207,2.998155224323768,3.1216747760772705,34370100,0.0,0.0
2013-02-18,3.0992173366769196,3.1306583213779335,3.06553038377403,3.0879881381988525,31872000,0.0,0.0
2013-02-19,3.090234475028521,3.1306590202961435,3.0206145854782576,3.038581371307373,26567400,0.0,0.0
2013-02-20,3.0318431047604375,3.0318431047604375,2.8970946508329027,2.953239679336548,74616900,0.0,0.0
2013-02-21,2.9352722576182417,2.9891716274384654,2.8791272413549684,2.90832257270813,59750100,0.0,0.0
2013-02-22,2.926289890768369,2.9622228145599365,2.874636152185151,2.9622228145599365,43327800,0.0,0.0
2013-02-25,2.9644686881507787,3.0273509746952056,2.9352727097690834,2.971205949783325,21672300,0.0,0.0
2013-02-26,2.962222067955057,3.025104990006832,2.948747224929448,2.9801888465881348,21328200,0.0,0.0
2013-02-27,2.9756971199389595,3.020613587777363,2.9330269413276278,2.986926317214966,20633400,0.0,0.0
2013-02-28,2.9712067064939145,3.047564178281519,2.9644694431455134,3.0116312503814697,19047600,0.0,0.0
2013-03-01,2.977944545155172,2.977944545155172,2.9105702995949128,2.9554858207702637,24872400,0.0,0.0
2013-03-04,2.948747713197939,2.9599769115448,2.879127840003749,2.9599769115448,37233300,0.0,0.0
2013-03-05,3.02061320566513,3.092479352356024,2.9532389943288986,3.0004007816314697,53436900,0.0,0.0
2013-03-06,3.011630238377043,3.1553619016787873,3.0093842705051483,3.146378993988037,30738000,0.0,0.0
2013-03-07,3.1620988120952713,3.1665904256190007,3.0655292819678626,3.0992162227630615,35369700,0.0,0.0
2013-03-08,3.076758487677841,3.1598538374225758,3.076758487677841,3.146378993988037,20059800,0.0,0.0
2013-03-11,3.121675726800518,3.1688375298681026,3.121675726800518,3.1665918827056885,17042700,0.0,0.0
2013-03-12,3.1463796627978198,3.1553625723980208,3.0879883409039333,3.105955123901367,25324200,0.0,0.0
2013-03-13,3.110445731999813,3.1261668660697906,3.01387617215045,3.0430715084075928,32600100,0.0,0.0
2013-03-14,3.076759452214321,3.087988652562828,3.031843614617423,3.070021867752075,31833300,0.0,0.0
2013-03-15,3.074513422778237,3.1441332997294937,3.074513422778237,3.083496332168579,31037700,0.0,0.0
2013-03-18,3.045317667713509,3.0745130027239096,3.036334117019202,3.047563314437866,19058400,0.0,0.0
2013-03-19,3.045317623935905,3.09247973839132,3.03633407337074,3.0745129585266113,16820400,0.0,0.0
2013-03-20,3.076758227285053,3.1081998472369454,2.998155141202067,3.0228588581085205,21518700,0.0,0.0
2013-03-21,3.0228592095047913,3.0273508241249694,2.9352725637785095,2.9397644996643066,37746300,0.0,0.0
2013-03-22,2.953239649549205,2.9959095109640588,2.9195523757742743,2.9599769115448,21020700,0.0,0.0
2013-03-25,2.946501817663587,2.9891719967436043,2.919552129423905,2.9689595699310303,18915600,0.0,0.0
2013-03-26,2.9824340040095607,3.0363336943441266,2.9779430324516407,3.0004007816314697,18141900,0.0,0.0
2013-03-27,3.004893167855726,3.0430714114430115,2.9622223457085255,3.0295965671539307,14773200,0.0,0.0
2013-03-28,3.025105354415941,3.0700211819796723,3.025105354415941,3.063283920288086,17030100,0.0,0.0
2013-04-01,3.058792929763051,3.1014631147462723,3.0453180837790335,3.083496332168579,14400600,0.0,0.0
2013-04-02,3.0587933788831427,3.101463570131593,3.000402049779846,3.0116312503814697,21082200,0.0,0.0
2013-04-03,3.009383765350712,3.090232812386642,2.9801884367760705,3.0857415199279785,23331900,0.0,0.0
2013-04-04,3.076759064822268,3.096971173132698,3.0453180788428593,3.072267770767212,83824800,0.0,0.0
2013-04-05,3.0565467597627407,3.1216756664649625,2.9981560794802795,3.079005479812622,23299800,0.0,0.0
2013-04-08,3.0565461066812025,3.0947249909379733,3.0004010855140626,3.0318427085876465,42119100,0.0,0.0
2013-04-09,3.0543001567948314,3.06328338499092,2.998155141202067,3.0228588581085205,42319500,0.0,0.0
2013-04-10,3.0318438643623864,3.1373963644857272,3.029597574335656,3.1194305419921875,33150300,0.0,0.0
2013-04-11,3.105954373175506,3.1216748627582276,3.0475630653951122,3.0565459728240967,23907600,0.0,0.0
2013-04-12,3.0430714962193823,3.0565463408838567,2.959976781421277,2.9644687175750732,24718200,0.0,0.0
2013-04-15,2.933027968322316,3.029597556634661,2.9262903833444343,2.9420108795166016,48155700,0.0,0.0
2013-04-16,2.9644694361883395,2.998156395382719,2.942010713772082,2.9756979942321777,21393300,0.0,0.0
2013-04-17,2.964468481831596,3.004893012610338,2.892602328070442,2.8768818378448486,47016300,0.0,0.0
2013-04-18,2.945613980499268,2.977557421885189,2.904544261222803,2.9524590969085693,22901100,0.067079,0.0
2013-04-19,2.9707122173772915,3.0368795996120728,2.957022312861901,3.011781930923462,19674300,0.0,0.0
2013-04-22,3.002655528580287,3.0574154885994944,3.002655528580287,3.0460073947906494,21064200,0.0,0.0
2013-04-23,3.046006355836819,3.0916390419006348,3.041443054591132,3.0916390419006348,16484700,0.0,0.0
2013-04-24,3.0642593503399906,3.1213011076584016,3.0345980543175375,3.0391616821289062,70921500,0.0,0.0
2013-04-25,3.0642587415067326,3.128145601455543,3.0186260627834356,3.1144556999206543,27165900,0.0,0.0
2013-04-26,3.1144556999206543,3.1144556999206543,3.1144556999206543,3.1144556999206543,0,0.0,0.0
2013-04-29,3.1258646916176893,3.1372731105824014,3.0460070644372137,3.0688235759735107,26553000,0.0,0.0
2013-04-30,3.0711038652235145,3.185186704769542,3.0711038652235145,3.160088062286377,59696400,0.0,0.0
2013-05-02,3.148680292878655,3.2650446192073463,3.146398153031663,3.2308197021484375,46963800,0.0,0.0
2013-05-03,3.2582002879367944,3.308396274238526,3.239946756927468,3.2741713523864746,76116300,0.0,0.0
2013-05-06,3.285580455375483,3.2924252446611195,3.2216935794223427,3.2582006454467773,45550800,0.0,0.0
2013-05-07,3.2627637076060023,3.3038334277013157,3.2490738009075644,3.2832987308502197,30811200,0.0,0.0
2013-05-08,3.2924253022678798,3.3061152074717617,3.2673269795308872,3.2764532566070557,24374100,0.0,0.0
2013-05-09,3.271890964857871,3.3061155684074044,3.2285391040564684,3.2832987308502197,22045800,0.0,0.0
2013-05-10,3.253636810637457,3.3015513117712905,3.239946906543067,3.296988010406494,39843900,0.0,0.0
2013-05-13,3.2696085575787692,3.3061152988579767,3.235383630426491,3.2422287464141846,40113600,0.0,0.0
2013-05-14,3.242228598193572,3.258200643565716,3.1988773956946894,3.2445104122161865,23476200,0.0,0.0
2013-05-15,3.2399468125289816,3.2696081073429424,3.2057218900895883,3.2467916011810303,21559500,0.0,0.0
2013-05-16,3.239946719145202,3.2650450383964307,3.201158170198364,3.2102854251861572,20710500,0.0,0.0
2013-05-17,3.2171298006034736,3.2399463031784133,3.2057213861195044,3.2308197021484375,26728800,0.0,0.0
2013-05-20,3.2171303997190845,3.303832799257159,3.2057219831105637,3.296988010406494,69555900,0.0,0.0
2013-05-21,3.3629659061769237,3.397803398761568,3.344386663197671,3.3792238235473633,66207300,0.084694,0.0
2013-05-22,3.378263364831074,3.385243074526303,3.315444313440278,3.373609781265259,32834400,0.008623,0.0
2013-05-23,3.3387099996489895,3.3712830853598277,3.3131169559695373,3.3480165004730225,28899300,0.0,0.0
2013-05-24,3.3294026077410996,3.341035230254827,3.273563623323684,3.3200957775115967,51152700,0.0,0.0
2013-05-27,3.3294028530620348,3.368954970698795,3.3154431059290825,3.345689058303833,11581200,0.0,0.0
2013-05-28,3.3666292378133336,3.3875690294368255,3.3433633204065374,3.3643031120300293,20551500,0.0,0.0
2013-05-29,3.3456897817121263,3.371282823402937,3.2596048221921934,3.2805442810058594,34394100,0.0,0.0
2013-05-31,3.2991565757621255,3.2991565757621255,3.1921318366895957,3.2596044540405273,62437800,0.0,0.0
2013-06-03,3.257276954208446,3.292176488031708,3.222377420385184,3.2456443309783936,27644100,0.0,0.0
2013-06-04,3.2758912755347502,3.310790487105348,3.1944588943320973,3.247971773147583,23838600,0.0,0.0
2013-06-05,3.2293582045508304,3.3061369969612464,3.1479268277333814,3.164212703704834,46684200,0.0,0.0
2013-06-06,3.17584659564847,3.2084186831621424,3.1432735096546205,3.1921324729919434,24064500,0.0,0.0
2013-06-07,3.1455994046068323,3.1665388614760004,3.101393699645996,3.101393699645996,51184500,0.0,0.0
2013-06-10,3.122334247752192,3.1595602577091273,3.0688216920257068,3.096741199493408,38115900,0.0,0.0
2013-06-11,3.0525347331937422,3.0711480664508097,2.966449772616647,2.98738956451416,45790200,0.0,0.0
2013-06-12,3.0129812406475214,3.0339206948519934,2.922242718223811,2.931549549102783,112404600,0.0,0.0
2013-06-13,2.926896742506818,3.029268569383819,2.926896742506818,2.9943690299987793,58320300,0.0,0.0
2013-06-14,3.017636236243194,3.024616280235728,2.8896719803726283,2.952491044998169,64802100,0.0,0.0
2013-06-17,2.9664491538186266,2.9990215649504983,2.9362025351886403,2.9548158645629883,36164700,0.0,0.0
2013-06-18,2.926897415289402,3.0502087278806758,2.9222438316634856,3.047881603240967,53047800,0.0,0.0
2013-06-19,3.0083296113034734,3.0129825294933754,2.8152191948715957,2.8361589908599854,75801300,0.0,0.0
2013-06-20,2.803585019852746,2.8152183101518835,2.6639873668097334,2.726806402206421,119932500,0.0,0.0
2013-06-21,2.717500243829408,2.736113576067342,2.6523549123033714,2.6709675788879395,84443700,0.0,0.0
2013-06-24,2.626761997615132,2.7337865829467773,2.6244355389905465,2.7337865829467773,51248100,0.0,0.0
2013-06-25,2.7337861872986555,2.8501177551859627,2.7244798549071283,2.833831548690796,53522100,0.0,0.0
2013-06-26,2.8570972435949153,2.882690612583952,2.805911836923342,2.817544460296631,58084500,0.0,0.0
2013-06-27,2.8315040474310096,2.9082828187530363,2.8315040474310096,2.866403579711914,28228500,0.0,0.0
2013-06-28,2.84546379377805,2.9013027791662127,2.8245243406707923,2.866403579711914,76953900,0.0,0.0
2013-07-01,2.8454648561015583,2.989715955035504,2.8245253951767793,2.9711029529571533,32159700,0.0,0.0
2013-07-02,2.952490574881222,2.957143493032951,2.7733399129691008,2.826852798461914,58788600,0.0,0.0
2013-07-03,2.7896255214688086,2.859424271045839,2.7337865218071844,2.812892436981201,37521300,0.0,0.0
2013-07-04,2.843138677646494,2.9082841913453943,2.8175456308514013,2.826852798461914,14650500,0.0,0.0
2013-07-05,2.8105655701095102,2.8338321549256564,2.7454200645391222,2.82917857170105,28080300,0.0,0.0
2013-07-08,2.7989324756854574,2.887343552819352,2.796605351635268,2.8221983909606934,16566900,0.0,0.0
2013-07-10,2.857097586498366,2.915263040132096,2.8338316713062057,2.901303291320801,24248100,0.0,0.0
