,^BVSP,TAEE11.SA,PETR4.SA,BBDC4.SA,BBAS3.SA,GGBR4.SA,ITSA4.SA,VALE3.SA,USIM5.SA,B3SA3.SA
2015-12-11,45263.0,17.0,7.25,9.793622016906738,17.649999618530273,4.889999866485596,5.381014823913574,12.210000038146973,1.7999999523162842,4.0
2015-12-14,44747.0,17.010000228881836,7.210000038146973,9.619576454162598,16.639999389648438,4.840000152587891,5.217523097991943,12.460000038146973,1.7400000095367432,3.9066660404205322
2015-12-15,44872.0,16.719999313354492,7.420000076293945,9.770101547241211,16.760000228881836,4.900000095367432,5.245956897735596,12.880000114440918,1.6799999475479126,3.863332986831665
2015-12-16,45016.0,17.0,7.289999961853027,9.854774475097656,16.5,4.869999885559082,5.210414886474609,13.25,1.600000023841858,3.866666078567505
2015-12-17,45261.0,16.860000610351562,7.199999809265137,9.661911964416504,16.389999389648438,4.849999904632568,5.338365077972412,12.739999771118164,1.5199999809265137,3.9033329486846924
2015-12-18,43911.0,16.700000762939453,7.019999980926514,9.243260383605957,15.949999809265137,4.929999828338623,5.082465171813965,12.890000343322754,1.4500000476837158,3.743333101272583
2015-12-21,43200.0,16.149999618530273,6.639999866485596,8.97513484954834,14.90999984741211,4.650000095367432,4.990056037902832,12.289999961853027,1.5299999713897705,3.6866660118103027
2015-12-22,43470.0,16.360000610351562,6.789999961853027,9.055102348327637,15.0,4.71999979019165,5.011381149291992,12.550000190734863,1.5099999904632568,3.700000047683716
2015-12-23,44015.0,16.6200008392334,6.929999828338623,9.12566089630127,14.850000381469727,4.829999923706055,4.975840091705322,13.220000267028809,1.5499999523162842,3.683332920074463
2015-12-28,43764.0,16.600000381469727,6.699999809265137,9.215036392211914,14.979999542236328,4.760000228881836,4.961623191833496,12.640000343322754,1.5800000429153442,3.6366660594940186
2015-12-29,43654.0,16.600000381469727,6.690000057220459,9.262076377868652,14.800000190734863,4.639999866485596,4.961623191833496,12.720000267028809,1.5499999523162842,3.6433329582214355
2015-12-30,43350.0,16.75,6.699999809265137,9.0692138671875,14.739999771118164,4.650000095367432,4.89054012298584,13.029999732971191,1.5499999523162842,3.630000114440918
2016-01-04,42141.0,16.149999618530273,6.869999885559082,8.93750286102295,14.239999771118164,4.539999961853027,4.6915059089660645,12.6899995803833,1.4600000381469727,3.483333110809326
2016-01-05,42419.0,15.899999618530273,6.679999828338623,8.961023330688477,14.289999961853027,4.329999923706055,4.769698143005371,12.520000457763672,1.340000033378601,3.616666078567505
2016-01-06,41773.0,15.949999809265137,6.400000095367432,8.834016799926758,14.289999961853027,3.9800000190734863,4.812347888946533,11.600000381469727,1.2200000286102295,3.613332986831665
