Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-12-12,8.156133032083595,8.271007426446292,8.135455100032619,8.234248161315918,18572801.0,0.0,0.0
2012-12-13,8.179109050827716,8.381288723265854,8.163025871206585,8.293983459472656,22631059.0,0.0,0.0
2012-12-14,8.305473080289483,8.333043460847966,8.202085844026028,8.25722599029541,15037330.0,0.0,0.0
2012-12-17,8.266415502300653,8.385885306844662,8.215870726881477,8.25722599029541,17583352.0,0.0,0.0
2012-12-18,8.248035011913455,8.314662968548847,8.202085608663028,8.264118194580078,9671685.0,0.0,0.0
2012-12-19,8.27330575903667,8.473188352201417,8.225058066935548,8.46859359741211,17773048.0,0.0,0.0
2012-12-20,8.443315388223944,8.505347918979952,8.32614337665995,8.38587760925293,15574988.0,0.0,0.0
2012-12-21,8.27100541818006,8.489268190106937,8.27100541818006,8.353715896606445,15409706.0,0.0,0.0
2012-12-26,8.48295711130296,8.538965708919168,8.272925338640704,8.307930946350098,13472338.0,0.200921,0.0
2012-12-27,8.373274196777945,8.373274196777945,8.156241416931152,8.156241416931152,14083799.0,0.0,0.0
2012-12-28,8.219248353602076,8.289258925229335,8.167907517554564,8.207579612731934,16163719.0,0.0,0.0
2013-01-02,8.35927307173586,8.50396202302777,8.345271076328634,8.398945808410645,21565844.0,0.0,0.0
2013-01-03,8.407726572050317,8.919054577610307,8.407726572050317,8.900376319885254,42010069.0,0.00627,0.0
2013-01-04,8.872353024333874,8.872353024333874,8.585169271098106,8.75094223022461,32584483.0,0.0,0.0
2013-01-07,8.7182578075844,8.788302667128367,8.634204101099055,8.706583976745605,18983341.0,0.0,0.0
2013-01-08,8.720594609001504,8.816323422456792,8.673898023066439,8.7369384765625,14918349.0,0.0,0.0
2013-01-09,8.75794948149571,8.907378632041366,8.692574032870414,8.849007606506348,16959544.0,0.0,0.0
2013-01-10,8.907376937186225,8.907376937186225,8.673893504309346,8.732264518737793,22052992.0,0.0,0.0
2013-01-11,8.685567115133132,8.729929281746005,8.627196106363291,8.701910972595215,18527622.0,0.0,0.0
2013-01-14,8.755614465519942,8.895704176999551,8.713587302141248,8.849007606506348,16046141.0,0.0,0.0
2013-01-15,8.755612269228878,8.895701945567861,8.699576273725912,8.708915710449219,14152550.0,0.0,0.0
2013-01-16,8.720591338274916,8.776627970184697,8.578167241976315,8.753279685974121,13306775.0,0.0,0.0
2013-01-17,8.734600873449612,8.91905213263,8.722927043676249,8.898038864135742,16027621.0,0.0,0.0
2013-01-18,8.907381573072113,8.94006868334033,8.832666660711473,8.930729866027832,13965379.0,0.0,0.0
2013-01-21,8.914382614076462,8.972753636723468,8.851342184545974,8.8933687210083,6545912.0,0.0,0.0
2013-01-22,8.881694891381098,8.982092450490432,8.825658884594331,8.8933687210083,15735500.0,0.0,0.0
2013-01-23,8.888700080026371,8.940066059518646,8.813985814430868,8.834999084472656,13379174.0,0.0,0.0
2013-01-24,8.811647619670946,8.893365648503185,8.739267151705707,8.813982009887695,14802455.0,0.0,0.0
2013-01-28,8.743939338803301,8.76728824709336,8.50578709751669,8.543144226074219,24925931.0,0.0,0.0
2013-01-29,8.533804813300838,8.568827551003906,8.393715112162525,8.44508171081543,30056981.0,0.0,0.0
2013-01-30,8.405395448103508,8.501124296939588,8.35402943452527,8.358698844909668,23462803.0,0.0,0.0
2013-01-31,8.358691615893234,8.56649175777605,8.342347756426634,8.545477867126465,18947703.0,0.0,0.0
2013-02-01,8.489445999362639,8.56182588907309,8.405391651707903,8.496450424194336,15551136.0,0.0,0.0
2013-02-04,8.456892126095235,8.496607468290946,8.291025477354843,8.386807441711426,17388044.0,0.007377,0.0
2013-02-05,8.365787520800911,8.592394872972223,8.251315984720067,8.361115455627441,23595534.0,0.0,0.0
2013-02-06,8.392279816341151,8.415689223905737,8.169890757713954,8.240118980407715,16412064.0,0.026062,0.0
2013-02-07,8.251823013437445,8.331415121003207,8.087957167584943,8.169890403747559,29196614.0,0.0,0.0
2013-02-08,8.174573163397433,8.368871828423988,8.104344934047667,8.333757400512695,20198405.0,0.0,0.0
2013-02-13,8.40397868514989,8.40866093947004,8.261181831359863,8.261181831359863,15161642.0,0.0,0.0
2013-02-14,8.256502852027975,8.258843353466489,8.104341440787403,8.15116024017334,15022176.0,0.0,0.0
2013-02-15,8.146477911975788,8.511664390563965,8.146477911975788,8.511664390563965,32606932.0,0.0,0.0
2013-02-18,8.483575847105675,8.661487196290874,8.432074781241091,8.649782180786133,16566683.0,0.0,0.0
2013-02-19,8.591264274398256,8.619355326555805,8.415693318994391,8.464853286743164,25668439.0,0.0,0.0
2013-02-20,8.464845621079496,8.481232262156206,8.207341619286911,8.27288818359375,22169728.0,0.0,0.0
2013-02-21,8.216712145232226,8.340781355046593,8.11136946497579,8.181597709655762,21125558.0,0.0,0.0
2013-02-22,8.25182165802308,8.352482027008236,8.200320596188032,8.350141525268555,24382940.0,0.0,0.0
2013-02-25,8.378232887828977,8.436756710132775,8.263526997998534,8.329072952270508,23104738.0,0.0,0.0
2013-02-26,8.247138383034638,8.282252795991964,8.020067142191262,8.146478652954102,28865769.0,0.0,0.0
2013-02-27,8.223728916561202,8.223728916561202,8.006021562702628,8.193297386169434,21022292.0,0.0,0.0
2013-02-28,8.21670806710776,8.310345680206746,8.158184245684572,8.268208503723145,17266537.0,0.0,0.0
2013-03-01,8.181592572336259,8.40164105945703,8.181592572336259,8.361845016479492,18640430.0,0.0,0.0
2013-03-04,8.309758664651264,8.469021345836042,8.269942994355068,8.461995124816895,16466503.0,0.00627,0.0
2013-03-05,8.473704105460552,8.607203539816052,8.405783560536333,8.483073234558105,19427275.0,0.0,0.0
2013-03-06,8.532260278538066,8.593154628426229,8.391733939653657,8.471365928649902,22298249.0,0.0,0.0
2013-03-07,8.49478492683046,8.614231315897387,8.380021849595385,8.558021545410156,20868795.0,0.0,0.0
2013-03-08,8.494784179505244,8.693861894957383,8.466678669952637,8.684494018554688,20405219.0,0.0,0.0
2013-03-11,8.665757012186283,8.712598901325787,8.55099457182895,8.684494018554688,21350051.0,0.0,0.0
2013-03-12,8.672783098410923,8.705571918874993,8.555678377377827,8.616573333740234,17918406.0,0.0,0.0
2013-03-13,8.576765135918471,8.693869332162981,8.560369771234505,8.644685745239258,20345167.0,0.0,0.0
2013-03-14,8.700887980746268,8.700887980746268,8.454967753186017,8.616573333740234,18226241.0,0.0,0.0
2013-03-15,8.66107553771036,8.675127983093262,8.501812191837962,8.675127983093262,21332091.0,0.0,0.0
2013-03-18,8.60720202884516,8.623596748324932,8.50180749315825,8.515860557556152,15298582.0,0.0,0.0
2013-03-19,8.607200311808429,8.623595028017643,8.356596259440725,8.408122062683105,14881588.0,0.0,0.0
2013-03-20,8.39407340272729,8.494783392367149,8.365967895778978,8.483073234558105,17865370.0,0.0,0.0
2013-03-21,8.483069478360896,8.49009506851032,8.300385331040747,8.405779838562012,20189145.0,0.0,0.0
2013-03-22,8.454973640320157,8.497131619958951,8.302737710367154,8.39173698425293,12647049.0,0.0,0.0
2013-03-25,8.424518040086383,8.450280630257033,8.267597710365106,8.272281646728516,12233141.0,0.0,0.0
2013-03-26,8.282823974779095,8.47347084645102,8.282823974779095,8.403910636901855,13570298.0,0.0,1.1
2013-03-27,8.372996384462446,8.602287499390282,8.362690841859486,8.58682918548584,17113194.0,0.0,0.0
2013-03-28,8.58682918548584,8.58682918548584,8.58682918548584,8.58682918548584,0.0,0.0,0.0
2013-04-01,8.725948803708318,8.854763677424724,8.666693510516113,8.70276165008545,11637114.0,0.0,0.0
2013-04-02,8.730496149772147,8.859378152670965,8.583569738347503,8.609346389770508,19139236.0,0.006897,0.0
2013-04-03,8.60419050591151,8.72534025988462,8.53717146638987,8.712451934814453,21293596.0,0.0,0.0
2013-04-04,8.71245194026642,8.71245194026642,8.513972862856177,8.542326927185059,15255521.0,0.0,0.0
2013-04-05,8.519131102968979,8.59130562689014,8.390249054787722,8.586150169372559,20674201.0,0.0,0.0
2013-04-08,8.544914976575809,8.588734831478723,8.387677477302422,8.418609619140625,18463208.0,0.0,0.0
2013-04-09,8.508817553418105,8.751116438565829,8.506239512093376,8.689252853393555,10076383.0,0.0,0.0
2013-04-10,8.699562563223846,8.998569536715006,8.694407108394344,8.8928861618042,29933740.0,0.0,0.0
2013-04-11,8.892884989720923,8.939282195747293,8.764002398618096,8.882574081420898,11753442.0,0.0,0.0
2013-04-12,8.84391217191671,8.8877319764565,8.72534045654992,8.815557479858398,19821641.0,0.0,0.0
2013-04-15,8.709877032377992,8.764007766336954,8.532019712794925,8.552640914916992,15017763.0,0.0,0.0
2013-04-16,8.632549553555744,8.735655586529282,8.573263349430299,8.709878921508789,14247091.0,0.0,0.0
2013-04-17,8.560368499469075,8.617076613498318,8.305181359229575,8.390243530273438,36724119.0,0.0,0.0
2013-04-18,8.400555941935833,8.552637800933399,8.186611753312507,8.23043155670166,23685458.0,0.0,0.0
2013-04-19,8.30003153752031,8.351584232410291,8.119596164742875,8.325807571411133,16167010.0,0.0,0.0
2013-04-22,8.328381802477901,8.428910358104964,8.23558674329819,8.294872283935547,13238152.0,0.0,0.0
2013-04-23,8.343845697382282,8.44695164430268,8.289714996860582,8.390243530273438,16589719.0,0.0,0.0
2013-04-24,8.44180003426661,8.537173156985899,8.364470695640335,8.374781608581543,11456500.0,0.0,0.0
2013-04-25,8.452109295931702,8.45726412428702,8.274251412863366,8.310338973999023,12486613.0,0.0,0.0
2013-04-26,8.310338973999023,8.310338973999023,8.310338973999023,8.310338973999023,0.0,0.0,0.0
2013-04-29,8.248477034489778,8.300029718078944,8.106706057180222,8.220122337341309,10020005.0,0.0,0.0
2013-04-30,8.18403033024944,8.503658401135617,8.150520824459987,8.493348121643066,16791507.0,0.0,0.0
2013-05-02,8.480467430062989,8.629970693382775,8.410870942786383,8.477890014648438,12942231.0,0.0,0.0
2013-05-03,8.523684912482684,8.606214443139452,8.441156636712988,8.459209442138672,17384370.0,0.006897,0.0
2013-05-06,8.446314597963216,8.497895478485678,8.312205438003227,8.381839752197266,15009855.0,0.0,0.0
2013-05-07,8.368940980046377,8.619107033759875,8.358625184012938,8.613948822021484,13596319.0,0.0,0.0
2013-05-08,8.639742071037972,8.74290383716953,8.59074060859164,8.691322326660156,17183603.0,0.0,0.0
2013-05-09,8.642322404409125,8.768694577357222,8.513370810569157,8.678428649902344,19132093.0,0.0,0.0
2013-05-10,8.616537800591153,8.647485852721422,8.528850607148582,8.642328262329102,15374910.0,0.0,0.0
2013-05-13,8.613955908340857,8.632008723111458,8.43342399597168,8.43342399597168,15864711.0,0.0,0.0
2013-05-14,8.451474958483384,8.557215539438925,8.420526924262841,8.549478530883789,22759173.0,0.0,0.0
2013-05-15,8.53399873612813,8.699056492209884,8.497892508846082,8.613948822021484,18232849.0,0.0,0.0
2013-05-16,8.626850011010713,8.67327269391333,8.575269112798079,8.632007598876953,24067095.0,0.0,0.0
2013-05-17,8.688748348211798,8.840911661108494,8.619115246885427,8.791910171508789,29128119.0,0.0,0.0
2013-05-20,8.688743826231837,8.985332658965763,8.619110761145379,8.96212100982666,24430109.0,0.0,0.0
2013-05-21,8.975021268121814,9.008548736572266,8.851227828048136,9.008548736572266,14953987.0,0.0,0.0
2013-05-22,8.95954431674057,9.124601555449456,8.90022641080055,9.042073249816895,13823107.0,0.0,0.0
2013-05-23,8.871861710714793,8.954390686044421,8.807386184030051,8.91828441619873,19053266.0,0.0,0.0
2013-05-24,8.915702941391109,8.92086053021603,8.760960845433845,8.851226806640625,28512806.0,0.0,0.0
2013-05-27,8.8589606447271,8.871855238702182,8.768694094796132,8.820274353027344,7658500.0,0.0,0.0
2013-05-28,8.869276942328032,8.962121663323611,8.846065291496389,8.871855735778809,11837372.0,0.0,0.0
