seq,ticker,ponderacao,acoes,preco
2,VALE5.SA,7.984001,133.26581936,31.8600
3,PETR4.SA,7.960811,226.75503203,18.6700
4,ITUB4.SA,4.697344,78.67787141,31.7500
5,BBDC4.SA,3.875142,66.77833864,30.8600
6,OGXP3.SA,3.204127,"7,099.73911600",0.2400
7,BBAS3.SA,3.006091,61.27339683,26.0900
8,B3SA3.SA,3.005755,124.97610988,12.7900
9,PETR3.SA,2.815968,86.36198056,17.3400
10,ITSA4.SA,2.772860,162.22137468,9.0900
11,VALE3.SA,2.384654,36.75786447,34.5000
12,PDGR3.SA,2.142915,472.85912115,2.4100
13,GGBR4.SA,2.129664,68.84766303,16.4500
14,USIM5.SA,2.031845,99.03978364,10.9100
15,CSNA3.SA,1.693329,95.79824471,9.4000
16,CMIG4.SA,1.674248,45.80021987,19.4400
17,ABEV3.SA,1.631229,10.13173297,85.6200
18,BRML3.SA,1.624238,41.72758670,20.7000
19,GFSA3.SA,1.622758,232.60760292,3.7100
20,CIEL3.SA,1.612999,14.03901765,61.1000
21,CCRO3.SA,1.597970,47.36853912,17.9400
22,OIBR4.SA,1.539572,194.01331806,4.2200
23,MRVE3.SA,1.362266,79.17441374,9.1500
24,HYPE3.SA,1.344013,39.42299605,18.1300
25,BRFS3.SA,1.321166,12.75116134,55.1000
26,CYRE3.SA,1.257548,39.38498275,16.9800
27,TIMS3.SA,1.174337,58.36505651,10.7000
28,NATU3.SA,1.154488,12.15743707,50.5000
29,SANB11.SA,1.110673,39.11589711,15.1000
30,HGTX3.SA,0.981058,15.58773299,33.4700
31,RSID3.SA,0.974529,161.95282601,3.2000
32,LREN3.SA,0.970532,7.83787334,65.8500
33,JBSS3.SA,0.922417,64.29045206,7.6300
34,VIVT4.SA,0.911930,9.67596638,50.1200
35,BBDC3.SA,0.877092,13.32665565,35.0000
36,LAME4.SA,0.874104,27.83496086,16.7000
37,SUZB5.SA,0.864466,51.25067405,8.9700
38,SBSP3.SA,0.828208,20.20350616,21.8000
39,GOLL4.SA,0.826470,40.47075562,10.8600
40,BRPR3.SA,0.821762,22.07114417,19.8000
41,CTIP3.SA,0.816845,18.40651552,23.6000
42,PCAR4.SA,0.814349,4.22874894,102.4100
43,UGPA3.SA,0.796339,7.41791372,57.0900
44,CSAN3.SA,0.778318,9.37709997,44.1400
45,FIBR3.SA,0.776221,15.58286451,26.4900
46,ELET6.SA,0.773399,38.36656448,10.7200
47,KLBN4.SA,0.756770,33.96169161,11.8500
48,ELET3.SA,0.731689,60.98879554,6.3800
49,BRKM5.SA,0.730779,21.60224666,17.9900
50,EMBR3.SA,0.728611,20.96707536,18.4800
51,BRAP4.SA,0.721546,15.53498555,24.7000
52,ENBR3.SA,0.717100,31.75270049,12.0100
53,ALLL3.SA,0.700207,41.55873263,8.9600
54,ELPL4.SA,0.675780,40.79185515,8.8100
55,MRFG3.SA,0.672595,59.51457353,6.0100
56,CRUZ3.SA,0.669275,13.68911283,26.0000
57,RENT3.SA,0.655313,10.53482598,33.0800
58,DASA3.SA,0.647348,28.95344166,11.8900
59,COGN3.SA,0.646816,11.06023160,31.1000
60,DXCO3.SA,0.626571,25.33895117,13.1500
61,AEDU3.SA,0.617982,24.99161179,13.1500
62,PRML3.SA,0.572442,185.62279238,1.6400
63,BISA3.SA,0.570008,183.71360744,1.6500
64,GOAU4.SA,0.535478,13.57313039,20.9800
65,CESP6.SA,0.526184,11.94798687,23.4200
66,MMXM3.SA,0.521237,186.03426972,1.4900
67,CPFE3.SA,0.462139,12.76692194,19.2500
68,CPLE6.SA,0.417898,7.10018382,31.3000
69,LIGT3.SA,0.398007,11.28841496,18.7500
70,OIBR3.SA,0.376232,44.76015671,4.4700
71,AMER3.SA,0.348852,12.72412416,14.5800
72,TRPL4.SA,0.223172,3.42416611,34.6600
73,TESA3.SA,0.215031,29.32117524,3.9000
74,USIM3.SA,0.194885,9.59617627,10.8000
