seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,9.366742,266.88190560,32.0800
3,PETR4.SA,7.588856,403.52028460,17.1900
4,BBDC4.SA,7.116746,202.96370100,32.0500
5,ABEV3.SA,5.788342,330.05445900,16.0300
6,VALE5.SA,5.479818,187.87585540,26.6600
7,PETR3.SA,4.755998,270.85171050,16.0500
8,VALE3.SA,4.096348,126.28072570,29.6500
9,BRFS3.SA,3.619778,62.46215210,52.9700
10,CIEL3.SA,3.320833,66.50684060,45.6400
11,ITSA4.SA,2.926346,307.09482650,8.7100
12,BBSE3.SA,2.440677,67.50000000,33.0500
13,BBAS3.SA,2.373480,86.98693470,24.9400
14,B3SA3.SA,2.344474,185.21539200,11.5700
15,UGPA3.SA,1.872803,33.04664690,51.8000
16,PCAR4.SA,1.786821,15.95101590,102.3900
17,CCRO3.SA,1.703646,86.12827560,18.0800
18,EMBR3.SA,1.633389,73.04216450,20.4400
19,BBDC3.SA,1.613333,45.49985240,32.4100
20,SANB11.SA,1.547113,92.48673160,15.2900
21,COGN3.SA,1.383221,20.55802100,61.5000
22,JBSS3.SA,1.320424,160.06893650,7.5400
23,CMIG4.SA,1.319498,75.85365480,15.9000
24,VIVT4.SA,1.281045,26.13089850,44.8100
25,GGBR4.SA,1.229331,86.90310000,12.9300
26,TIMS3.SA,1.098059,80.48667390,12.4700
27,LREN3.SA,0.957321,12.37315470,70.7200
28,YDUQ3.SA,0.929422,29.22354570,29.0700
29,CRUZ3.SA,0.926518,37.80686100,22.4000
30,SBSP3.SA,0.887123,33.99856110,23.8500
31,BRML3.SA,0.884632,43.12473840,18.7500
32,CTIP3.SA,0.875676,25.28917270,31.6500
33,AEDU3.SA,0.861765,43.35098280,18.1700
34,EGIE3.SA,0.738212,20.38534270,33.1000
35,CSNA3.SA,0.717388,70.20566150,9.3400
36,HYPE3.SA,0.701907,33.41513140,19.2000
37,NATU3.SA,0.686754,16.82896480,37.3000
38,LAME4.SA,0.656976,42.77082680,14.0400
39,CPFE3.SA,0.636140,29.33687880,19.8200
40,OIBR4.SA,0.589057,297.47016490,1.8100
41,RENT3.SA,0.584775,14.91372390,35.8400
42,CESP6.SA,0.558392,18.16989180,28.0900
43,QUAL3.SA,0.549740,19.51393440,25.7500
44,KLBN11.SA,0.545689,45.34372150,11.0000
45,FIBR3.SA,0.521209,22.23080010,21.4300
46,BRAP4.SA,0.500692,22.24854040,20.5700
47,GOAU4.SA,0.459472,26.85263460,15.6400
48,CSAN3.SA,0.455454,10.49679980,39.6600
49,BRPR3.SA,0.431694,29.55693060,13.3500
50,SUZB5.SA,0.418866,46.12767730,8.3000
51,USIM5.SA,0.407891,48.10693180,7.7500
52,BRKM5.SA,0.406707,26.45880960,14.0500
53,ALLL3.SA,0.385316,43.26706150,8.1400
54,CPLE6.SA,0.363460,10.09469480,32.9100
55,ECOR3.SA,0.329043,19.91779180,15.1000
56,HGTX3.SA,0.308365,12.75374470,22.1000
57,CYRE3.SA,0.275035,18.12491600,13.8700
58,ENBR3.SA,0.269492,23.26029240,10.5900
59,MRVE3.SA,0.251971,30.30411140,7.6000
60,ELET6.SA,0.244001,21.97308580,10.1500
61,LIGT3.SA,0.232627,9.76264530,21.7800
62,DXCO3.SA,0.227655,23.78120410,8.7500
63,MRFG3.SA,0.224736,34.69893680,5.9200
64,PDGR3.SA,0.207708,130.03636990,1.4600
65,EVEN3.SA,0.155431,21.39605350,6.6400
66,ELET3.SA,0.149142,22.16619790,6.1500
67,GOLL4.SA,0.136107,10.03280770,12.4000
68,GFSA3.SA,0.111075,30.76574450,3.3000
69,ELPL4.SA,0.107898,9.33046800,10.5700
70,RSID3.SA,0.066727,36.30450000,1.6800
71,BISA3.SA,0.043300,27.10843720,1.4600
72,MMXM3.SA,0.014319,6.88841760,1.9000
