seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,10.627847,313.24486250,43.8800
3,VALE3.SA,10.157387,314.87849340,41.7200
4,BBDC4.SA,7.850481,293.44414400,34.6000
5,ABEV3.SA,6.873506,409.84920530,21.6900
6,PETR4.SA,5.283360,412.87394030,16.5500
7,PETR3.SA,3.629591,270.87216520,17.3300
8,B3SA3.SA,3.605666,203.54748540,22.9100
9,ITSA4.SA,3.293867,386.22100910,11.0300
10,BBAS3.SA,3.122281,122.62684760,32.9300
11,UGPA3.SA,2.430050,40.83184650,76.9700
12,BRFS3.SA,2.218160,76.97307790,37.2700
13,COGN3.SA,2.094398,147.69477420,18.3400
14,CIEL3.SA,2.083528,111.85822070,24.0900
15,LREN3.SA,1.922418,70.33374440,35.3500
16,VIVT4.SA,1.573053,41.51106640,49.0100
17,BBSE3.SA,1.490304,67.15808240,28.7000
18,RADL3.SA,1.481912,21.18942260,90.4500
19,CCRO3.SA,1.428567,111.56955560,16.5600
20,BBDC3.SA,1.409327,56.46553840,32.2800
21,JBSS3.SA,1.218360,156.01250390,10.1000
22,EMBR3.SA,1.162774,73.28636980,20.5200
23,RAIL3.SA,1.120072,111.51727110,12.9900
24,HYPE3.SA,1.103716,39.70669720,35.9500
25,WEGE3.SA,1.101691,56.94788740,25.0200
26,EQTL3.SA,1.006792,19.81287140,65.7200
27,GGBR4.SA,0.990809,98.79963500,12.9700
28,SANB11.SA,0.944634,37.32698280,32.7300
29,PCAR4.SA,0.935769,15.53390080,77.9100
30,SBSP3.SA,0.909560,33.99855840,34.6000
31,BRKM5.SA,0.897310,26.45933660,43.8600
32,LAME4.SA,0.875648,68.22236230,16.6000
33,RENT3.SA,0.874084,49.66911800,22.7600
34,FIBR3.SA,0.853258,22.95203970,48.0800
35,TIMS3.SA,0.824987,80.83113150,13.2000
36,YDUQ3.SA,0.807547,30.83600740,33.8700
37,BRML3.SA,0.803931,83.84990760,12.4000
38,FLRY3.SA,0.704990,30.69954820,29.7000
39,KLBN11.SA,0.689831,49.02035160,18.2000
40,SUZB3.SA,0.679102,46.74270220,18.7900
41,QUAL3.SA,0.576790,24.25138950,30.7600
42,EGIE3.SA,0.563053,20.38652310,35.7200
43,CMIG4.SA,0.519176,96.47407290,6.9600
44,BRAP4.SA,0.507335,22.15209160,29.6200
45,CSAN3.SA,0.505535,15.36586550,42.5500
46,MULT3.SA,0.499207,8.93610340,72.2500
47,NATU3.SA,0.430106,17.22177050,32.3000
48,MGLU3.SA,0.415334,6.77375480,79.3000
49,CSNA3.SA,0.403503,60.12180280,8.6800
50,ELET3.SA,0.391814,26.96858400,18.7900
51,ELET6.SA,0.381582,22.59647660,21.8400
52,USIM5.SA,0.379278,51.09659300,9.6000
53,SMLS3.SA,0.355275,5.85404280,78.4900
54,MRVE3.SA,0.336337,28.75023580,15.1300
55,ENBR3.SA,0.324152,29.52337830,14.2000
56,TAEE11.SA,0.306254,18.45682500,21.4600
57,SAPR11.SA,0.302351,6.62884120,58.9900
58,GOAU4.SA,0.270018,57.72213130,6.0500
59,IGTA3.SA,0.268916,8.66019490,40.1600
60,VVAR11.SA,0.254734,13.67018980,24.1000
61,CYRE3.SA,0.252221,24.48960430,13.3200
62,MRFG3.SA,0.228701,40.51828340,7.3000
63,CPLE6.SA,0.188231,10.10136620,24.1000
64,ECOR3.SA,0.179317,18.61268590,12.4600
65,CPFE3.SA,0.080214,5.33926550,19.4300
