seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,11.166792,315.45431810,36.7500
3,BBDC4.SA,7.955274,293.38785390,28.1500
4,ABEV3.SA,7.620301,432.06506680,18.3100
5,VALE5.SA,5.043156,194.56023850,26.9100
6,PETR4.SA,4.914820,412.48036480,12.3700
7,VALE3.SA,4.104600,146.93939630,29.0000
8,B3SA3.SA,3.867231,203.28175270,19.7500
9,PETR3.SA,3.444094,270.87347210,13.2000
10,ITSA4.SA,3.356339,386.29993370,9.0200
11,BBAS3.SA,3.164890,122.59963130,26.8000
12,UGPA3.SA,2.926570,39.19318540,77.5200
13,BRFS3.SA,2.910314,77.07599700,39.2000
14,CIEL3.SA,2.646981,111.70719410,24.6000
15,COGN3.SA,2.010933,140.39510790,14.8700
16,BBSE3.SA,1.853386,67.15935910,28.6500
17,LREN3.SA,1.843984,69.91800970,27.3800
18,CCRO3.SA,1.816214,111.56955560,16.9000
19,VIVT4.SA,1.795425,41.51321170,44.9000
20,BBDC3.SA,1.535814,57.76900730,27.6000
21,RADL3.SA,1.345481,19.92338280,70.1100
22,CPFE3.SA,1.179014,46.17156790,26.5100
23,EMBR3.SA,1.070082,73.42493720,15.1300
24,HYPE3.SA,1.067069,39.84861930,27.8000
25,SBSP3.SA,1.036826,33.99855840,31.6600
26,EQTL3.SA,1.035592,19.84334360,54.1800
27,JBSS3.SA,0.976580,155.26016640,6.5300
28,PCAR4.SA,0.973780,15.51713970,65.1500
29,WEGE3.SA,0.970875,56.94495350,17.7000
30,BRML3.SA,0.964850,83.82185450,11.9500
31,SANB11.SA,0.920472,38.22396450,25.0000
32,LAME4.SA,0.900782,66.79697790,14.0000
33,BRKM5.SA,0.871620,26.45857220,34.2000
34,GGBR4.SA,0.848864,85.72560900,10.2800
35,TIMS3.SA,0.762200,80.82610520,9.7900
36,FIBR3.SA,0.747483,22.95203970,33.8100
37,KLBN11.SA,0.693756,44.37652790,16.2300
38,RENT3.SA,0.679535,15.62497670,45.1500
39,EGIE3.SA,0.666037,20.38487070,33.9200
40,CMIG4.SA,0.645029,82.87682660,8.0800
41,QUAL3.SA,0.636556,23.02608030,28.7000
42,RAIL3.SA,0.626465,75.18755560,8.6500
43,SUZB5.SA,0.533808,38.86248630,14.2600
44,CSAN3.SA,0.509844,15.30656550,34.5800
45,MULT3.SA,0.500510,7.95484150,65.3200
46,BRAP4.SA,0.439584,22.15340390,20.6000
47,YDUQ3.SA,0.433638,30.79253290,14.6200
48,NATU3.SA,0.426058,17.21081370,25.7000
49,CSNA3.SA,0.415807,60.12195540,7.1800
50,MRVE3.SA,0.364715,28.00545740,13.5200
51,ELET6.SA,0.361155,22.84814660,16.4100
52,SMLS3.SA,0.333087,5.72704280,60.3800
53,ENBR3.SA,0.317930,23.26028760,14.1900
54,ELET3.SA,0.312882,26.09018140,12.4500
55,GOAU4.SA,0.286766,59.90130410,4.9700
56,MRFG3.SA,0.259364,39.83163660,6.7600
57,CYRE3.SA,0.258455,24.48159360,10.9600
58,CPLE6.SA,0.238678,10.10136620,24.5300
59,USIM5.SA,0.213296,48.13827260,4.6000
60,ECOR3.SA,0.198356,19.89618590,10.3500
