seq,ticker,ponderacao,acoes,preco
2,VALE3.SA,13.427368,338.02335030,77.9600
3,PETR4.SA,6.619713,456.65111250,28.4500
4,PETR3.SA,5.359780,342.63851880,30.7000
5,ITUB4.SA,5.102518,478.00029240,20.9500
6,BBDC4.SA,4.592030,469.14275370,19.2100
7,B3SA3.SA,3.450862,607.95308580,11.1400
8,ABEV3.SA,3.424721,435.88148640,15.4200
9,JBSS3.SA,2.604332,134.68280800,37.9500
10,WEGE3.SA,2.495217,148.48590300,32.9800
11,SUZB3.SA,2.225982,72.67792810,60.1100
12,ITSA4.SA,2.157370,474.13371330,8.9300
13,BBAS3.SA,2.088185,142.05309370,28.8500
14,GNDI3.SA,1.820771,59.21146080,60.3500
15,RENT3.SA,1.603962,59.39443090,53.0000
16,GGBR4.SA,1.524461,109.75344980,27.2600
17,BPAC11.SA,1.392797,130.16559960,21.0000
18,RADL3.SA,1.326170,107.10769050,24.3000
19,CSAN3.SA,1.292215,116.92377440,21.6900
20,VBBR3.SA,1.269884,116.46025650,21.4000
21,LREN3.SA,1.218771,97.86978490,24.4400
22,EQTL3.SA,1.164164,101.05110850,22.6100
23,BBDC3.SA,1.137454,137.88423050,16.1900
24,RAIL3.SA,1.100447,121.60561030,17.7600
25,NTCO3.SA,1.093439,84.38708090,25.4300
26,VIVT3.SA,1.090051,44.39330520,48.1900
27,KLBN11.SA,1.062959,81.29943970,25.6600
28,MGLU3.SA,1.037498,282.01851580,7.2200
29,BRFS3.SA,0.931469,81.17598000,22.5200
30,EMBR3.SA,0.928967,73.45582050,24.8200
31,ENEV3.SA,0.909577,126.15683980,14.1500
32,PRIO3.SA,0.883806,83.91591300,20.6700
33,AMER3.SA,0.878676,54.60648150,31.5800
34,CSNA3.SA,0.817981,64.23987900,24.9900
35,UGPA3.SA,0.803343,108.43370160,14.5400
36,BRKM5.SA,0.777106,26.46422960,57.6300
37,TOTS3.SA,0.759174,52.02306770,28.6400
38,CMIG4.SA,0.744293,111.42146620,13.1100
39,RDOR3.SA,0.731445,32.02143800,44.8300
40,BBSE3.SA,0.710101,67.16296920,20.7500
41,SBSP3.SA,0.696087,34.00019340,40.1800
42,BIDI11.SA,0.695285,47.76173360,28.5700
43,HAPV3.SA,0.691234,130.69392100,10.3800
44,CCRO3.SA,0.658872,111.56935560,11.5900
45,ELET3.SA,0.609491,35.80289080,33.4100
46,HYPE3.SA,0.593182,41.18033590,28.2700
47,ENGI11.SA,0.561904,24.85422190,44.3700
48,SANB11.SA,0.554059,36.27033990,29.9800
49,TIMS3.SA,0.541804,80.86195320,13.1500
50,ASAI3.SA,0.524399,79.41164300,12.9600
51,CPLE6.SA,0.513002,156.33655060,6.4400
52,EGIE3.SA,0.499490,25.52173290,38.4100
53,VIIA3.SA,0.426910,159.58955850,5.2500
54,ELET6.SA,0.408697,24.29871270,33.0100
55,AZUL4.SA,0.406800,32.77411720,24.3600
56,TAEE11.SA,0.405044,21.85682340,36.3700
57,GOAU4.SA,0.404894,69.82753210,11.3800
58,SULA11.SA,0.398881,28.47710280,27.4900
59,USIM5.SA,0.397566,51.46806510,15.1600
60,MRFG3.SA,0.391603,34.82340110,22.0700
61,LCAM3.SA,0.388750,32.45229750,23.5100
62,BRML3.SA,0.357253,84.37286840,8.3100
63,BRAP4.SA,0.320148,25.14267730,24.9900
64,CRFB3.SA,0.319354,41.09885610,15.2500
65,ALPA4.SA,0.316829,16.79637770,37.0200
66,YDUQ3.SA,0.315153,30.08331220,20.5600
67,LWSA3.SA,0.289531,43.17835480,13.1600
68,FLRY3.SA,0.277750,30.30059000,17.9900
69,SOMA3.SA,0.273190,42.11769540,12.7300
70,MULT3.SA,0.260883,27.35066450,18.7200
71,IRBR3.SA,0.257123,125.52865310,4.0200
72,CPFE3.SA,0.256645,18.77325380,26.8300
73,LAME4.SA,0.256155,85.35242560,5.8900
74,PETZ3.SA,0.249738,29.94078440,16.3700
75,ENBR3.SA,0.246991,23.14894710,20.9400
76,QUAL3.SA,0.244271,28.36700370,16.9000
77,COGN3.SA,0.231637,184.79948740,2.4600
78,DXCO3.SA,0.228121,29.92691600,14.9600
79,CYRE3.SA,0.226426,28.16092830,15.7800
80,BPAN4.SA,0.185633,34.11240680,10.6800
81,MRVE3.SA,0.180157,29.46438790,12.0000
82,PCAR3.SA,0.173774,15.69464740,21.7300
83,CVCB3.SA,0.153561,22.45716610,13.4200
84,GOLL4.SA,0.144994,16.70952140,17.0300
85,CIEL3.SA,0.132944,114.43592280,2.2800
86,BEEF3.SA,0.131225,24.29623080,10.6000
87,ECOR3.SA,0.126528,33.92379140,7.3200
88,IGTI11.SA,0.126037,13.68885400,18.0700
89,EZTC3.SA,0.105886,10.16182360,20.4500
90,BIDI4.SA,0.090561,18.63032770,9.5400
91,CASH3.SA,0.089724,54.34888020,3.2400
92,JHSF3.SA,0.086978,30.59151420,5.5800
93,GETT11.SA,0.017788,9.06758490,3.8500
