seq,ticker,ponderacao,acoes,preco
2,VALE3.SA,11.323500,283.73201410,87.4500
3,ITUB4.SA,6.867322,475.74661140,31.6300
4,PETR4.SA,5.905977,456.64570370,28.3400
5,B3SA3.SA,5.461588,193.08779440,61.9800
6,BBDC4.SA,5.278374,426.16496340,27.1400
7,PETR3.SA,4.355335,330.79828400,28.8500
8,ABEV3.SA,3.110516,435.51748390,15.6500
9,MGLU3.SA,3.038956,266.89555120,24.9500
10,WEGE3.SA,2.561786,74.11480010,75.7400
11,ITSA4.SA,2.417242,451.55381710,11.7300
12,BBAS3.SA,2.272154,128.31972210,38.8000
13,GNDI3.SA,2.102829,58.81767710,78.3400
14,NTCO3.SA,2.015168,84.10839220,52.5000
15,SUZB3.SA,1.936672,72.49212410,58.5400
16,RENT3.SA,1.863028,59.20693080,68.9500
17,JBSS3.SA,1.619980,150.03150480,23.6600
18,LREN3.SA,1.560637,78.54179140,43.5400
19,BBDC3.SA,1.267039,114.72602460,24.2000
20,RADL3.SA,1.225753,107.26451500,25.0400
21,UGPA3.SA,1.177729,108.70564900,23.7400
22,VBBR3.SA,1.176533,116.49581260,22.1300
23,VIIA3.SA,1.176352,159.50835940,16.1600
24,GGBR4.SA,1.111242,99.59036430,24.4500
25,RAIL3.SA,1.069532,121.80811710,19.2400
26,EQTL3.SA,1.067814,101.02860850,23.1600
27,BPAC11.SA,1.012803,23.60937940,94.0000
28,LAME4.SA,1.002361,83.54514780,26.2900
29,KLBN11.SA,0.952818,78.87575190,26.4700
30,VIVT3.SA,0.942678,44.42198520,46.5000
31,CSNA3.SA,0.933742,64.23987900,31.8500
32,BBSE3.SA,0.908124,67.15848410,29.6300
33,BRFS3.SA,0.816492,81.17598000,22.0400
34,ENEV3.SA,0.815760,28.78446700,62.1000
35,HAPV3.SA,0.755787,108.52564900,15.2600
36,SANB11.SA,0.727653,35.56666910,44.8300
37,AMER3.SA,0.695461,20.15492950,75.6100
38,SBSP3.SA,0.689548,33.99991110,44.4400
39,CCRO3.SA,0.685845,111.56955560,13.4700
40,BRAP4.SA,0.645686,22.20756640,63.7100
41,CMIG4.SA,0.644350,96.97230920,14.5600
42,HYPE3.SA,0.641082,41.01479680,34.2500
43,TOTS3.SA,0.629426,48.02284100,28.7200
44,ELET3.SA,0.599141,35.80184080,36.6700
45,ENGI11.SA,0.599006,25.06797090,52.3600
46,AZUL4.SA,0.586987,32.72832070,39.3000
47,SULA11.SA,0.565850,27.95728520,44.3500
48,TIMS3.SA,0.540534,80.84859850,14.6500
49,PCAR3.SA,0.539906,15.76359350,75.0500
50,EGIE3.SA,0.510927,25.47922790,43.9400
51,IRBR3.SA,0.468622,125.53275160,8.1800
52,QUAL3.SA,0.452518,28.34677890,34.9800
53,YDUQ3.SA,0.451433,30.04835750,32.9200
54,CSAN3.SA,0.446916,12.93140420,75.7300
55,CPLE6.SA,0.438778,12.82975430,74.9400
56,LCAM3.SA,0.433068,32.37630770,29.3100
57,PRIO3.SA,0.432951,13.51609000,70.1900
58,ELET6.SA,0.410279,24.29771270,37.0000
59,COGN3.SA,0.390476,184.79948740,4.6300
60,BRML3.SA,0.381198,84.37286840,9.9000
61,CYRE3.SA,0.378255,28.11540980,29.4800
62,FLRY3.SA,0.374616,30.38004300,27.0200
63,GOAU4.SA,0.356470,69.36999180,11.2600
64,CRFB3.SA,0.346664,39.17587260,19.3900
65,USIM5.SA,0.342529,51.37299470,14.6100
66,TAEE11.SA,0.332457,21.85682740,33.3300
67,EMBR3.SA,0.297316,73.61431050,8.8500
68,MULT3.SA,0.297288,27.68485670,23.5300
69,BRKM5.SA,0.284661,26.46405750,23.5700
70,CPFE3.SA,0.278844,18.77142490,32.5500
71,MRVE3.SA,0.258403,29.87964410,18.9500
72,MRFG3.SA,0.244257,36.88646340,14.5100
73,ENBR3.SA,0.224551,25.04034410,19.6500
74,CIEL3.SA,0.203027,111.21966380,4.0000
75,EZTC3.SA,0.187472,9.57562170,42.9000
76,CVCB3.SA,0.162253,17.27568180,20.5800
77,GOLL4.SA,0.156756,13.77257880,24.9400
78,IGTA3.SA,0.145460,8.57969190,37.1500
79,BEEF3.SA,0.111189,23.93316760,10.1800
80,ECOR3.SA,0.104404,17.11092760,13.3700
81,JHSF3.SA,0.102989,28.89526900,7.8100
82,HGTX3.SA,0.098877,12.61864080,17.1700
