seq,ticker,ponderacao,acoes,preco
2,VALE5.SA,8.544772,147.93477510,27.2800
3,PETR4.SA,7.602544,222.19368940,16.1600
4,ITUB4.SA,4.815419,79.80009047,28.5000
5,BBDC4.SA,3.589098,58.85820387,28.8000
6,BBAS3.SA,3.055022,65.14104361,22.1500
7,B3SA3.SA,3.000429,110.27939628,12.8500
8,VALE3.SA,2.729722,43.71774783,29.4900
9,PDGR3.SA,2.725641,634.14237120,2.0300
10,ITSA4.SA,2.714396,155.20559633,8.2600
11,GGBR4.SA,2.406013,85.76226049,13.2500
12,PETR3.SA,2.404090,77.13597951,14.7200
13,CIEL3.SA,2.049229,17.08157993,56.6600
14,ABEV3.SA,1.931155,10.87358918,83.8800
15,USIM5.SA,1.919844,121.70934300,7.4500
16,OGXP3.SA,1.819585,"1,534.61194000",0.5600
17,CMIG4.SA,1.758131,41.31135187,20.1000
18,BRFS3.SA,1.624893,15.92508879,48.1900
19,CCRO3.SA,1.617997,44.06996039,17.3400
20,MRVE3.SA,1.519613,108.90850744,6.5900
21,TIMS3.SA,1.480598,84.25064276,8.3000
22,CSNA3.SA,1.444014,112.72759370,6.0500
23,HYPE3.SA,1.417693,45.30248226,14.7800
24,CYRE3.SA,1.407734,41.58017413,15.9900
25,BRML3.SA,1.364925,33.07585725,19.4900
26,NATU3.SA,1.236922,12.20884117,47.8500
27,OIBR4.SA,1.197494,154.52778650,3.6600
28,SANB11.SA,1.195033,41.62308354,13.5600
29,GFSA3.SA,1.193845,193.76227790,2.9100
30,SUZB5.SA,1.145803,65.27840012,8.2900
31,JBSS3.SA,1.093250,76.38127629,6.7600
32,FIBR3.SA,1.073449,19.60500892,25.8600
33,VIVT4.SA,1.015656,9.56511147,50.1500
34,HGTX3.SA,1.001910,15.02215399,31.5000
35,EMBR3.SA,0.987446,22.36769828,20.8500
36,RSID3.SA,0.984620,163.74370790,2.8400
37,LREN3.SA,0.940295,6.96077131,63.8000
38,CTIP3.SA,0.927401,18.79861529,23.3000
39,LAME4.SA,0.925152,27.95556402,15.6300
40,MRFG3.SA,0.889001,54.38752202,7.7200
41,BRKM5.SA,0.866712,23.86848901,17.1500
42,DASA3.SA,0.854572,34.49666411,11.7000
43,UGPA3.SA,0.848950,7.51556613,53.3500
44,CSAN3.SA,0.827095,9.00076813,43.4000
45,ALLL3.SA,0.820838,41.28629525,9.3900
46,CRUZ3.SA,0.806697,13.60227020,28.0100
47,PCAR4.SA,0.767723,3.67293742,98.7200
48,ELET6.SA,0.765853,42.05919734,8.6000
49,MMXM3.SA,0.749249,266.06550280,1.3300
50,BRAP4.SA,0.741534,17.04250642,20.5500
51,RENT3.SA,0.734694,11.45568693,30.2900
52,KLBN4.SA,0.731939,30.43059591,11.3600
53,BRPR3.SA,0.721852,18.03850868,18.9000
54,ENBR3.SA,0.716287,29.77988109,11.3600
55,BBDC3.SA,0.687825,10.54730956,30.8000
56,ELET3.SA,0.658767,67.93299123,4.5800
57,ELPL4.SA,0.597751,45.31542946,6.2300
58,CESP6.SA,0.597175,14.46374980,19.5000
59,GOAU4.SA,0.592718,16.98653848,16.4800
60,BISA3.SA,0.578576,187.16371970,1.4600
61,SBSP3.SA,0.577196,12.00913818,22.7000
62,DXCO3.SA,0.554203,20.30625158,12.8900
63,CPFE3.SA,0.539715,12.31426737,20.7000
64,GOLL4.SA,0.497567,33.19192282,7.0800
65,CPLE6.SA,0.385220,6.55396229,27.7600
66,LIGT3.SA,0.375668,11.50626563,15.4200
67,TESA3.SA,0.325356,40.65191557,3.7800
68,PRML3.SA,0.313397,166.31015110,0.8900
69,TRPL4.SA,0.304249,4.11617538,34.9100
70,USIM3.SA,0.254288,15.43688548,7.7800
71,OIBR3.SA,0.241884,28.13810379,4.0600
72,AMER3.SA,0.214616,16.01296662,6.3300
