seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,10.163026,471.89607100,36.0800
3,VALE3.SA,10.080412,314.77369160,53.6500
4,BBDC4.SA,8.700793,387.35976640,37.6300
5,PETR4.SA,7.049476,433.23230460,27.2600
6,PETR3.SA,4.837692,270.87348690,29.9200
7,B3SA3.SA,4.655126,204.42158070,38.1500
8,ABEV3.SA,4.616656,434.26363420,17.8100
9,BBAS3.SA,4.282414,133.15300170,53.8800
10,ITSA4.SA,3.464935,449.28549270,12.9200
11,LREN3.SA,2.156315,77.80426630,46.4300
12,JBSS3.SA,2.142717,160.32475930,22.3900
13,BBDC3.SA,1.808721,90.45166820,33.5000
14,BRFS3.SA,1.553245,81.11395450,32.0800
15,SUZB3.SA,1.416822,75.18487590,31.5700
16,RAIL3.SA,1.374587,111.51727110,20.6500
17,RENT3.SA,1.366317,56.10238080,40.8000
18,BBSE3.SA,1.314875,67.15841120,32.8000
19,UGPA3.SA,1.279295,108.51596310,19.7500
20,VIVT4.SA,1.211976,41.51318680,48.9100
21,EQTL3.SA,1.068005,19.81634640,90.2900
22,SANB11.SA,1.015526,37.21128870,45.7200
23,RADL3.SA,0.973356,21.12244690,77.2000
24,WEGE3.SA,0.953804,74.04532830,21.5800
25,COGN3.SA,0.952222,147.02746250,10.8500
26,CCRO3.SA,0.905722,111.56955560,13.6000
27,GGBR4.SA,0.886389,98.79963500,15.0300
28,SBSP3.SA,0.877170,30.53851230,48.1200
29,PCAR4.SA,0.869104,15.53895790,93.7000
30,CMIG4.SA,0.865940,96.97191620,14.9600
31,EMBR3.SA,0.856529,73.58640450,19.5000
32,MGLU3.SA,0.848153,6.75976000,210.2000
33,IRBR3.SA,0.814448,13.47591560,101.2500
34,AZUL4.SA,0.795594,31.66666370,42.0900
35,BRML3.SA,0.707963,83.99742190,14.1200
36,HYPE3.SA,0.689997,39.69592880,29.1200
37,EGIE3.SA,0.661641,25.48138490,43.5000
38,LAME4.SA,0.655911,68.67757630,16.0000
39,CSNA3.SA,0.639080,63.01610540,16.9900
40,NATU3.SA,0.594484,17.24859090,57.7400
41,KLBN11.SA,0.576796,59.10098620,16.3500
42,ELET3.SA,0.570792,26.96678400,35.4600
43,BRKM5.SA,0.553342,26.46324160,35.0300
44,TIMS3.SA,0.552042,80.77116600,11.4500
45,YDUQ3.SA,0.507865,30.01129150,28.3500
46,VBBR3.SA,0.489824,33.49375000,24.5000
47,ELET6.SA,0.489618,22.59647660,36.3000
48,BRAP4.SA,0.445997,22.21086010,33.6400
49,CIEL3.SA,0.445942,111.83868060,6.6800
50,CSAN3.SA,0.443564,15.57856930,47.7000
51,MULT3.SA,0.432528,26.74822470,27.0900
52,CVCB3.SA,0.431269,14.70888000,49.1200
53,FLRY3.SA,0.393910,30.69360570,21.5000
54,TAEE11.SA,0.357477,21.85682800,27.4000
55,MRVE3.SA,0.333301,29.20378540,19.1200
56,ENBR3.SA,0.328964,29.53429820,18.6600
57,CYRE3.SA,0.326131,26.10433420,20.9300
58,AMER3.SA,0.320556,16.77675220,32.0100
59,QUAL3.SA,0.315308,23.78353710,22.2100
60,USIM5.SA,0.272253,51.36294230,8.8800
61,GOLL4.SA,0.253544,13.31117450,31.9100
62,GOAU4.SA,0.243654,57.08960650,7.1500
63,IGTA3.SA,0.234971,8.67058350,45.4000
64,MRFG3.SA,0.155776,40.27317800,6.4800
65,VIIA3.SA,0.152739,49.97695670,5.1200
66,SMLS3.SA,0.142236,5.86914280,40.6000
67,ECOR3.SA,0.123164,19.50237620,10.5800
