seq,ticker,ponderacao,acoes,preco
2,VALE3.SA,12.952106,314.87849340,49.5900
3,ITUB4.SA,10.196647,304.73211500,40.3400
4,BBDC4.SA,7.205288,322.92063470,26.9000
5,ABEV3.SA,6.443065,432.01570920,17.9800
6,PETR4.SA,5.887035,412.87394030,17.1900
7,PETR3.SA,3.714318,230.58262690,19.4200
8,B3SA3.SA,3.452728,203.54748540,20.4500
9,ITSA4.SA,3.413569,448.29374340,9.1800
10,BBAS3.SA,2.914160,122.62684760,28.6500
11,UGPA3.SA,2.059775,54.04196050,45.9500
12,SUZB3.SA,1.743572,46.74270220,44.9700
13,LREN3.SA,1.713448,70.33374440,29.3700
14,VIVT4.SA,1.574937,41.51106640,45.7400
15,CIEL3.SA,1.532785,111.85822070,16.5200
16,EMBR3.SA,1.476199,73.35854880,24.2600
17,FIBR3.SA,1.381598,22.95203970,72.5700
18,BBSE3.SA,1.362567,67.15808240,24.4600
19,RAIL3.SA,1.304261,111.51727110,14.1000
20,BBDC3.SA,1.272175,62.90856640,24.3800
21,JBSS3.SA,1.203499,156.01250390,9.3000
22,RADL3.SA,1.167053,21.18942260,66.4000
23,BRFS3.SA,1.149250,76.97307790,18.0000
24,COGN3.SA,1.140421,147.51833130,9.3200
25,GGBR4.SA,1.139950,98.79963500,13.9100
26,BRKM5.SA,1.114048,26.45933660,50.7600
27,PCAR4.SA,1.003660,15.53465380,77.8900
28,WEGE3.SA,0.998055,74.04532830,16.2500
29,RENT3.SA,0.988142,50.20167910,23.7300
30,KLBN11.SA,0.960847,59.10098620,19.6000
31,LAME4.SA,0.943118,68.20672330,16.6700
32,CCRO3.SA,0.936547,111.56955560,10.1200
33,EQTL3.SA,0.933138,19.81287140,56.7800
34,HYPE3.SA,0.909355,39.70669720,27.6100
35,SANB11.SA,0.907181,37.32698280,29.3000
36,TIMS3.SA,0.883685,80.83113150,13.1800
37,MGLU3.SA,0.719132,6.77375480,127.9900
38,BRML3.SA,0.675388,83.94179050,9.7000
39,FLRY3.SA,0.673536,30.69954820,26.4500
40,SBSP3.SA,0.656792,33.99813020,23.2900
41,YDUQ3.SA,0.623584,30.83600740,24.3800
42,EGIE3.SA,0.578833,20.38652310,34.2300
43,CVCB3.SA,0.547231,14.59582320,45.2000
44,BRAP4.SA,0.538851,22.22473460,29.2300
45,CMIG4.SA,0.507018,83.73312550,7.3000
46,CSAN3.SA,0.448390,15.36586550,35.1800
47,QUAL3.SA,0.432639,28.25466810,18.4600
48,NATU3.SA,0.432408,17.22177050,30.2700
49,MULT3.SA,0.423917,8.96607490,57.0000
50,CSNA3.SA,0.395901,60.72409260,7.8600
51,AMER3.SA,0.371233,16.63760970,26.9000
52,ENBR3.SA,0.339661,29.52337830,13.8700
53,USIM5.SA,0.310246,51.09659300,7.3200
54,GOAU4.SA,0.295316,57.60970930,6.1800
55,MRVE3.SA,0.287125,28.75023580,12.0400
56,TAEE11.SA,0.286287,18.45682500,18.7000
57,ELET3.SA,0.272687,26.96858400,12.1900
58,MRFG3.SA,0.271923,40.27339780,8.1400
59,SAPR11.SA,0.263691,6.69971780,47.4500
60,ELET6.SA,0.253971,22.59647660,13.5500
61,SMLS3.SA,0.252501,5.85404280,52.0000
62,CYRE3.SA,0.223449,24.48960430,11.0000
63,IGTA3.SA,0.221537,8.66019490,30.8400
64,VVAR11.SA,0.211183,13.68074980,18.6100
65,CPLE6.SA,0.183664,10.10136620,21.9200
66,ECOR3.SA,0.114247,18.61268590,7.4000
67,GOLL4.SA,0.113508,13.13275720,10.4200
68,CPFE3.SA,0.095972,5.33926550,21.6700
