seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,10.172407,288.27118040,30.9100
3,ABEV3.SA,8.697207,396.37196790,19.2200
4,BBDC4.SA,7.822384,267.44623640,25.6200
5,PETR4.SA,4.526563,403.76952820,9.8200
6,BRFS3.SA,4.137379,77.07599700,47.0200
7,PETR3.SA,3.729393,270.87398690,12.0600
8,B3SA3.SA,3.640415,178.14531860,17.9000
9,CIEL3.SA,3.595160,92.86818880,33.9100
10,ITSA4.SA,3.322675,379.95806050,7.6600
11,UGPA3.SA,2.986784,37.53057250,69.7100
12,VALE5.SA,2.941156,194.58376890,13.2400
13,VALE3.SA,2.787636,146.92019550,16.6200
14,COGN3.SA,2.633288,161.52757450,14.2800
15,VIVT4.SA,2.373217,47.35321170,43.9000
16,BBAS3.SA,2.355037,120.99011430,17.0500
17,BBSE3.SA,2.126760,67.49723110,27.6000
18,BBDC3.SA,1.841244,59.16461510,27.2600
19,JBSS3.SA,1.817970,167.62528040,9.5000
20,LREN3.SA,1.734819,63.18524700,24.0500
21,CCRO3.SA,1.660673,86.12534360,16.8900
22,EMBR3.SA,1.485169,73.70682540,17.6500
23,RADL3.SA,1.411057,19.80463650,62.4100
24,CTIP3.SA,1.250006,25.21730970,43.4200
25,SBSP3.SA,1.127147,33.99855840,29.0400
26,EQTL3.SA,1.101883,19.77844030,48.8000
27,HYPE3.SA,1.015926,37.45346260,23.7600
28,LAME4.SA,0.975803,50.99932800,16.7600
29,KLBN11.SA,0.920293,49.33450040,16.3400
30,WEGE3.SA,0.889500,56.83093430,13.7100
31,EGIE3.SA,0.888288,20.38487070,38.1700
32,BRML3.SA,0.883004,60.14482350,12.8600
33,PCAR4.SA,0.842651,15.58850120,47.3500
34,SANB11.SA,0.837199,40.00761020,18.3300
35,CPFE3.SA,0.742232,31.62227730,20.5600
36,TIMS3.SA,0.649594,80.82497420,7.0400
37,CMIG4.SA,0.630287,75.83735180,7.2800
38,FIBR3.SA,0.606595,22.95220080,23.1500
39,GGBR4.SA,0.605493,85.68305670,6.1900
40,CSNA3.SA,0.601256,60.12180040,8.7600
41,RENT3.SA,0.594402,14.96159200,34.8000
42,CSAN3.SA,0.585189,15.21499310,33.6900
43,BRKM5.SA,0.581461,26.45856220,19.2500
44,MULT3.SA,0.539183,7.86633210,60.0400
45,SUZB5.SA,0.530178,38.86245630,11.9500
46,NATU3.SA,0.520672,17.19757770,26.5200
47,YDUQ3.SA,0.518130,26.37144820,17.2100
48,ENBR3.SA,0.458663,29.62857290,13.5600
49,QUAL3.SA,0.441094,21.63349320,17.8600
50,RUMO3.SA,0.438249,79.15090300,4.8500
51,MRVE3.SA,0.341552,27.19825120,11.0000
52,CPLE6.SA,0.338060,10.09619980,29.3300
53,SMLS3.SA,0.316033,5.66688530,48.8500
54,CYRE3.SA,0.282880,24.48488690,10.1200
55,CESP6.SA,0.245336,18.19649450,11.8100
56,MRFG3.SA,0.230784,36.03450790,5.6100
57,BRAP4.SA,0.225659,22.15972640,8.9200
58,ECOR3.SA,0.185321,19.89345590,8.1600
59,GOAU4.SA,0.141431,59.84830000,2.0700
60,USIM5.SA,0.120175,50.60883810,2.0800
