seq,ticker,ponderacao,acoes,preco
2,PETR4.SA,8.025909,430.40634910,15.8100
3,VALE5.SA,7.383178,221.50701660,28.2600
4,ITUB4.SA,7.328320,181.94076430,34.1500
5,BBDC4.SA,6.048599,162.64742140,31.5300
6,PETR3.SA,3.989107,224.72711710,15.0500
7,ABEV3.SA,3.961356,196.41021160,17.1000
8,VALE3.SA,3.603515,97.42414730,31.3600
9,ITSA4.SA,3.019762,273.24326800,9.3700
10,BBAS3.SA,2.631259,97.93234750,22.7800
11,B3SA3.SA,2.565115,200.25961890,10.8600
12,BRFS3.SA,2.470852,46.09239220,45.4500
13,CIEL3.SA,2.359921,54.96830940,36.4000
14,BBSE3.SA,1.728763,57.93369210,25.3000
15,CCRO3.SA,1.657629,82.91516260,16.9500
16,GGBR4.SA,1.652735,99.45087040,14.0900
17,BBDC3.SA,1.587668,39.86070980,33.7700
18,UGPA3.SA,1.436185,21.87679040,55.6600
19,CMIG4.SA,1.389855,78.34982420,15.0400
20,EMBR3.SA,1.377671,57.34173640,20.3700
21,PCAR4.SA,1.367019,11.59599580,99.9500
22,BRML3.SA,1.285407,57.23875060,19.0400
23,COGN3.SA,1.280661,22.16374970,48.9900
24,VIVT4.SA,1.251186,22.58967660,46.9600
25,SANB11.SA,1.170574,79.27037010,12.5200
26,JBSS3.SA,1.147847,128.90010010,7.5500
27,TIMS3.SA,1.065423,76.35781130,11.8300
28,LREN3.SA,0.995624,13.28299260,63.5500
29,CSNA3.SA,0.949415,83.07082270,9.6900
30,USIM5.SA,0.936976,79.92055530,9.9400
31,CTIP3.SA,0.891974,27.60056260,27.4000
32,NATU3.SA,0.871343,20.06419450,36.8200
33,HYPE3.SA,0.859922,45.34080810,16.0800
34,YDUQ3.SA,0.842097,31.38318730,22.7500
35,PDGR3.SA,0.821043,486.79522330,1.4300
36,BRPR3.SA,0.803217,36.61309740,18.6000
37,AEDU3.SA,0.795544,47.36640040,14.2400
38,SBSP3.SA,0.790056,31.14108400,21.5100
39,CRUZ3.SA,0.769430,31.68322300,20.5900
40,LAME4.SA,0.724425,36.80046910,16.6900
41,FIBR3.SA,0.719645,24.30866800,25.1000
42,CYRE3.SA,0.691507,43.14134750,13.5900
43,MRVE3.SA,0.658792,70.08196550,7.9700
44,SUZB5.SA,0.658328,66.44756160,8.4000
45,EGIE3.SA,0.641074,15.61871610,34.8000
46,ALLL3.SA,0.636281,69.07389760,7.8100
47,CSAN3.SA,0.632160,15.26988970,35.1000
48,RENT3.SA,0.626695,16.34892140,32.5000
49,HGTX3.SA,0.626435,20.42768880,26.0000
50,GFSA3.SA,0.622534,149.52195300,3.5300
51,OIBR4.SA,0.590179,173.74306060,2.8800
52,BRAP4.SA,0.582976,25.07725700,19.7100
53,BRKM5.SA,0.579756,28.42932810,17.2900
54,CPFE3.SA,0.563330,25.90111600,18.4400
55,QUAL3.SA,0.527723,19.48724440,22.9600
56,CESP6.SA,0.521194,16.73833200,26.4000
57,GOAU4.SA,0.480853,23.84146540,17.1000
58,ELET6.SA,0.444054,34.63560530,10.8700
59,MRFG3.SA,0.407692,78.02700930,4.4300
60,DXCO3.SA,0.399851,29.58212510,11.4600
61,ENBR3.SA,0.396078,33.48080610,10.0300
62,ECOR3.SA,0.394666,25.02731040,13.3700
63,GOLL4.SA,0.379718,29.24082680,11.0100
64,CPLE6.SA,0.366466,10.47913050,29.6500
65,RSID3.SA,0.363974,168.63013970,1.8300
66,KLBN4.SA,0.347595,124.34860450,2.3700
67,ELET3.SA,0.346334,43.50182410,6.7500
68,KLBN11.SA,0.339675,24.86972150,11.5800
69,EVEN3.SA,0.335728,37.45337230,7.6000
70,BISA3.SA,0.323950,186.84300330,1.4700
71,ELPL4.SA,0.298065,29.59167700,8.5400
72,LIGT3.SA,0.268824,12.32004520,18.5000
73,PRML3.SA,0.206096,171.31157680,1.0200
74,DASA3.SA,0.185192,10.45366320,15.0200
