seq,ticker,ponderacao,acoes,preco
2,VALE3.SA,11.742812,338.02335030,76.2000
3,ITUB4.SA,6.465709,478.00029240,29.6700
4,PETR4.SA,5.829254,456.65111250,28.0000
5,BBDC4.SA,4.566393,469.14275370,21.3500
6,PETR3.SA,4.480080,342.63851880,28.6800
7,B3SA3.SA,3.666911,607.95308580,13.2300
8,ABEV3.SA,3.034435,435.88148640,15.2700
9,WEGE3.SA,2.719302,148.48590300,40.1700
10,ITSA4.SA,2.350975,451.55591750,11.4200
11,JBSS3.SA,2.231349,134.68280800,36.3400
12,GNDI3.SA,2.013524,59.21146080,74.5900
13,BBAS3.SA,1.913721,142.05309370,29.5500
14,MGLU3.SA,1.870730,282.01851580,14.5500
15,NTCO3.SA,1.762794,84.38708090,45.8200
16,SUZB3.SA,1.738537,72.67792810,52.4700
17,BPAC11.SA,1.544095,130.16559960,26.0200
18,RENT3.SA,1.510951,59.39443090,55.8000
19,LREN3.SA,1.469179,88.97253180,36.2200
20,GGBR4.SA,1.386016,109.75344980,27.7000
21,VBBR3.SA,1.276919,116.46025650,24.0500
22,CSAN3.SA,1.261212,116.92377440,23.6600
23,EQTL3.SA,1.180756,101.05110850,25.6300
24,BBDC3.SA,1.146595,137.88423050,18.2400
25,RADL3.SA,1.142633,107.10769050,23.4000
26,BIDI11.SA,1.112683,47.76173360,51.1000
27,PRIO3.SA,1.008081,83.91591300,26.3500
28,BRFS3.SA,1.006623,81.17598000,27.2000
29,RDOR3.SA,1.001610,32.02143800,68.6100
30,RAIL3.SA,0.959668,121.60561030,17.3100
31,ENEV3.SA,0.949573,126.15683980,16.5100
32,KLBN11.SA,0.880652,81.29943970,23.7600
33,VIVT3.SA,0.867239,44.39330520,42.8500
34,CSNA3.SA,0.855767,64.23987900,29.2200
35,EMBR3.SA,0.812768,73.45582050,24.2700
36,TOTS3.SA,0.806257,48.09606770,36.7700
37,HAPV3.SA,0.800802,130.69392100,13.4400
38,AMER3.SA,0.797391,54.60648150,32.0300
39,UGPA3.SA,0.745480,108.43370160,15.0800
40,CMIG4.SA,0.720304,111.42146620,14.1800
41,BRKM5.SA,0.715217,26.46422960,59.2800
42,ASAI3.SA,0.700906,79.41164300,19.3600
43,ELET3.SA,0.636254,35.80289080,38.9800
44,BBSE3.SA,0.624335,67.16296920,20.3900
45,SANB11.SA,0.608348,36.27033990,36.7900
46,CCRO3.SA,0.605288,111.56935560,11.9000
47,HYPE3.SA,0.603589,41.18033590,32.1500
48,VIIA3.SA,0.603156,159.58955850,8.2900
49,BRAP4.SA,0.598575,25.14267730,52.2200
50,SBSP3.SA,0.593367,34.00019340,38.2800
51,AZUL4.SA,0.578545,32.77411720,38.7200
52,ENGI11.SA,0.503326,24.85422190,44.4200
53,CPLE6.SA,0.484663,156.33655060,6.8000
54,LWSA3.SA,0.459843,43.17835480,23.3600
55,EGIE3.SA,0.437839,25.52173290,37.6300
56,TIMS3.SA,0.436482,80.86195320,11.8400
57,ELET6.SA,0.435801,24.29871270,39.3400
58,MRFG3.SA,0.409601,34.82340110,25.8000
59,ALPA4.SA,0.408297,16.79637770,53.3200
60,GOAU4.SA,0.403342,69.82753210,12.6700
61,USIM5.SA,0.395843,51.46806510,16.8700
62,LCAM3.SA,0.363514,32.45229750,24.5700
63,TAEE11.SA,0.357628,21.85682340,35.8900
64,SOMA3.SA,0.345435,42.11769540,17.9900
65,YDUQ3.SA,0.342464,30.08331220,24.9700
66,SULA11.SA,0.338590,28.47710280,26.0800
67,CRFB3.SA,0.332582,41.09885610,17.7500
68,BRML3.SA,0.318496,84.37286840,8.2800
69,FLRY3.SA,0.299075,30.30059000,21.6500
70,PETZ3.SA,0.282740,25.84078440,24.0000
71,IRBR3.SA,0.282709,125.52865310,4.9400
72,BPAN4.SA,0.269203,34.11240680,17.3100
73,QUAL3.SA,0.258522,28.36700370,19.9900
74,COGN3.SA,0.246853,184.79948740,2.9300
75,MULT3.SA,0.244646,27.35066450,19.6200
76,CYRE3.SA,0.239568,28.16092830,18.6600
77,CVCB3.SA,0.236913,22.45716610,23.1400
78,CPFE3.SA,0.231086,18.77325380,27.0000
79,DXCO3.SA,0.223881,27.20628730,18.0500
80,LAME4.SA,0.196896,85.35242560,5.0600
81,ENBR3.SA,0.193765,23.14894710,18.3600
82,PCAR3.SA,0.179453,15.69464740,25.0800
83,MRVE3.SA,0.170194,29.46438790,12.6700
84,GOLL4.SA,0.166298,16.70952140,21.8300
85,CASH3.SA,0.155852,54.34888020,6.2900
86,BIDI4.SA,0.145580,18.63032770,17.1400
87,ECOR3.SA,0.140585,33.92379140,9.0900
88,IGTA3.SA,0.127755,8.57482770,32.6800
89,CIEL3.SA,0.123646,114.43592280,2.3700
90,BEEF3.SA,0.117413,24.29623080,10.6000
91,EZTC3.SA,0.111048,10.16182360,23.9700
92,JHSF3.SA,0.085214,30.59151420,6.1100
