seq,ticker,ponderacao,acoes,preco
2,ITUB4.SA,10.597747,268.04309330,34.4000
3,BBDC4.SA,7.927817,243.13294220,28.3700
4,ABEV3.SA,7.922023,360.87121450,19.1000
5,PETR4.SA,5.651987,403.74146510,12.1800
6,PETR3.SA,4.208756,270.84857400,13.5200
7,BRFS3.SA,4.085963,55.71282680,63.8100
8,CIEL3.SA,3.966353,77.25470170,44.6700
9,ITSA4.SA,3.501611,342.70126180,8.8900
10,VALE5.SA,3.329706,187.87585540,15.4200
11,JBSS3.SA,3.022122,165.37293680,15.9000
12,BBSE3.SA,2.657142,67.50000000,34.2500
13,VALE3.SA,2.628488,126.28072570,18.1100
14,UGPA3.SA,2.560029,34.18849730,65.1500
15,B3SA3.SA,2.388883,179.79873430,11.5600
16,BBAS3.SA,2.282730,82.85828880,23.9700
17,EMBR3.SA,1.991885,73.49704610,23.5800
18,COGN3.SA,1.852148,134.96489180,11.9400
19,VIVT4.SA,1.766563,34.72699140,44.2600
20,LREN3.SA,1.683974,12.67110430,115.6300
21,CCRO3.SA,1.497736,86.12827560,15.1300
22,BBDC3.SA,1.465210,45.85689080,27.8000
23,PCAR4.SA,1.332540,15.54976070,74.5600
24,FIBR3.SA,1.096897,22.23076800,42.9300
25,CRUZ3.SA,1.059387,37.80686100,24.3800
26,CTIP3.SA,1.031327,25.34793950,35.4000
27,CMIG4.SA,1.006607,75.89334520,11.5400
28,HYPE3.SA,0.959515,37.15338470,22.4700
29,TIMS3.SA,0.942313,80.77530670,10.1500
30,SUZB5.SA,0.880939,46.11733990,16.6200
31,LAME4.SA,0.875337,42.81037590,17.7900
32,KLBN11.SA,0.819128,38.29611800,18.6100
33,EGIE3.SA,0.802732,20.39199270,34.2500
34,BRML3.SA,0.767432,45.95404340,14.5300
35,SANB11.SA,0.766529,40.00761020,16.6700
36,GGBR4.SA,0.722976,87.60907590,7.1800
37,CPFE3.SA,0.650463,30.26429150,18.7000
38,SBSP3.SA,0.634596,33.99856110,16.2400
39,YDUQ3.SA,0.554396,27.40670820,17.6000
40,NATU3.SA,0.543121,16.88273520,27.9900
41,RENT3.SA,0.538761,14.91423400,31.4300
42,QUAL3.SA,0.514716,21.83492950,20.5100
43,MULT3.SA,0.425743,7.54424160,49.1000
44,CSNA3.SA,0.412329,70.20566150,5.1100
45,CESP6.SA,0.410569,18.17913310,19.6500
46,CPLE6.SA,0.401445,10.09483590,34.6000
47,BRKM5.SA,0.394841,26.46656220,12.9800
48,CSAN3.SA,0.379269,13.28986020,24.8300
49,BRPR3.SA,0.359220,29.82284340,10.4800
50,SMLS3.SA,0.338756,5.61727450,52.4700
51,ENBR3.SA,0.307175,23.26029240,11.4900
52,CYRE3.SA,0.286142,25.04638570,9.9400
53,BRAP4.SA,0.264141,22.24766860,10.3300
54,MRVE3.SA,0.240438,27.27447630,7.6700
55,USIM5.SA,0.226310,48.14271770,4.0900
56,MRFG3.SA,0.225315,34.69687360,5.6500
57,DXCO3.SA,0.221591,26.15979360,7.3700
58,ELET6.SA,0.212140,21.97315660,8.4000
59,OIBR4.SA,0.207759,32.33683830,5.5900
60,GOAU4.SA,0.185522,26.85774130,6.0100
61,RUMO3.SA,0.184951,123.78354300,1.3000
62,ECOR3.SA,0.175702,19.85345590,7.7000
63,HGTX3.SA,0.175315,12.75374470,11.9600
64,ELET3.SA,0.151528,22.34555470,5.9000
65,POMO4.SA,0.139132,53.80145780,2.2500
66,GFSA3.SA,0.099525,36.53719970,2.3700
67,GOLL4.SA,0.086556,10.57706300,7.1200
